PosX;PosY;Count
0.120;-0.110;6.000
0.120;-0.100;10.000
0.120;-0.090;20.000
0.120;-0.080;18.000
0.120;-0.070;5.000
0.120;-0.060;30.000
0.120;-0.050;27.000
0.120;-0.040;10.000
0.120;-0.030;18.000
0.120;-0.020;19.000
0.120;-0.010;11.000
0.120;0.000;11.000
0.120;0.010;15.000
0.120;0.020;11.000
0.120;0.030;14.000
0.120;0.040;14.000
0.120;0.050;14.000
0.120;0.060;26.000
0.120;0.070;37.000
0.120;0.080;14.000
0.120;0.090;16.000
0.120;0.100;22.000
0.120;0.110;13.000
0.120;0.120;14.000
0.120;0.130;10.000
0.120;0.140;4.000
0.120;0.150;6.000
0.120;0.160;2.000
0.130;-0.150;1.000
0.130;-0.140;5.000
0.130;-0.130;5.000
0.130;-0.120;14.000
0.130;-0.110;12.000
0.130;-0.100;14.000
0.130;-0.090;20.000
0.130;-0.080;11.000
0.130;-0.070;29.000
0.130;-0.060;57.000
0.130;-0.050;52.000
0.130;-0.040;25.000
0.130;-0.030;13.000
0.130;-0.020;8.000
0.130;-0.010;1.000
0.130;0.000;9.000
0.130;0.010;10.000
0.130;0.020;16.000
0.130;0.030;40.000
0.130;0.040;16.000
0.130;0.050;13.000
0.130;0.060;19.000
0.130;0.070;29.000
0.130;0.080;15.000
0.130;0.090;14.000
0.130;0.100;17.000
0.130;0.110;5.000
0.130;0.120;6.000
0.130;0.130;2.000
0.130;0.140;2.000
0.130;0.150;7.000
0.130;0.160;4.000
0.130;0.170;2.000
0.140;-0.150;1.000
0.140;-0.140;1.000
0.140;-0.130;8.000
0.140;-0.120;7.000
0.140;-0.110;7.000
0.140;-0.100;16.000
0.140;-0.090;19.000
0.140;-0.080;12.000
0.140;-0.070;28.000
0.140;-0.060;31.000
0.140;-0.050;28.000
0.140;-0.040;10.000
0.140;-0.030;15.000
0.140;-0.020;16.000
0.140;-0.010;8.000
0.140;0.000;11.000
0.140;0.010;8.000
0.140;0.020;28.000
0.140;0.030;22.000
0.140;0.040;14.000
0.140;0.050;7.000
0.140;0.060;9.000
0.140;0.070;10.000
0.140;0.080;12.000
0.140;0.090;16.000
0.140;0.100;19.000
0.140;0.110;2.000
0.140;0.120;2.000
0.140;0.130;1.000
0.140;0.140;1.000
0.140;0.150;5.000
0.150;-0.110;3.000
0.150;-0.100;10.000
0.150;-0.090;13.000
0.150;-0.080;11.000
0.150;-0.070;6.000
0.150;-0.060;2.000
0.150;-0.050;10.000
0.150;-0.040;18.000
0.150;-0.030;16.000
0.150;-0.020;21.000
0.150;-0.010;12.000
0.150;0.000;9.000
0.150;0.010;11.000
0.150;0.020;19.000
0.150;0.030;14.000
0.150;0.040;12.000
0.150;0.050;14.000
0.150;0.060;5.000
0.150;0.070;15.000
0.150;0.080;19.000
0.150;0.090;7.000
0.150;0.100;10.000
0.150;0.110;4.000
0.150;0.150;1.000
0.150;0.160;3.000
0.150;0.170;10.000
0.160;-0.130;1.000
0.160;-0.110;6.000
0.160;-0.100;4.000
0.160;-0.090;6.000
0.160;-0.080;14.000
0.160;-0.070;22.000
0.160;-0.060;10.000
0.160;-0.050;17.000
0.160;-0.040;7.000
0.160;-0.030;16.000
0.160;-0.020;3.000
0.160;-0.010;6.000
0.160;0.000;12.000
0.160;0.010;14.000
0.160;0.020;18.000
0.160;0.030;7.000
0.160;0.040;7.000
0.160;0.050;5.000
0.160;0.060;3.000
0.160;0.070;12.000
0.160;0.080;20.000
0.160;0.090;13.000
0.160;0.100;3.000
0.160;0.110;8.000
0.160;0.160;1.000
0.160;0.170;2.000
0.170;-0.110;1.000
0.170;-0.100;1.000
0.170;-0.090;11.000
0.170;-0.080;5.000
0.170;-0.070;8.000
0.170;-0.060;7.000
0.170;-0.040;11.000
0.170;-0.030;5.000
0.170;-0.020;3.000
0.170;0.000;4.000
0.170;0.020;3.000
0.170;0.030;3.000
0.170;0.040;2.000
0.170;0.050;2.000
0.170;0.060;1.000
0.170;0.070;13.000
0.170;0.080;29.000
0.170;0.090;19.000
0.170;0.100;6.000
0.170;0.110;5.000
0.180;-0.120;1.000
0.180;-0.080;7.000
0.180;-0.050;1.000
0.180;-0.030;12.000
0.180;0.020;1.000
0.180;0.030;2.000
0.180;0.040;1.000
0.180;0.050;2.000
0.180;0.060;2.000
0.180;0.070;8.000
0.180;0.080;12.000
0.180;0.090;4.000
0.190;-0.110;1.000
0.190;-0.090;4.000
0.190;-0.080;3.000
0.190;-0.070;2.000
0.190;-0.030;2.000
0.190;-0.020;2.000
0.190;-0.010;1.000
0.190;0.030;1.000
0.190;0.040;4.000
0.190;0.050;8.000
0.190;0.060;9.000
0.190;0.070;6.000
0.190;0.080;2.000
0.200;-0.080;2.000
0.200;-0.010;1.000
0.200;0.000;1.000
0.200;0.040;3.000
0.200;0.050;8.000
0.200;0.060;7.000
0.210;0.040;1.000
0.210;0.050;2.000
0.210;0.060;2.000
